nom,adresse_complete,type,prix,prix_min_eur,prix_max_eur,prix_moyen_eur,budget_meteo,note_google,avis_google,description_courte,statut,saisonnier,acces,lat,lng,inclure_app,niveau_fiabilite,doublon_nom_potentiel,doublon_rang,avec_solo,avec_duo,avec_potos,avec_pro,pour_tranquillo,pour_allocco,pour_resto,pour_gastro,pour_incognito,pour_apero,pour_eau,pour_nocturne,pour_disco,pour_guinguette,pour_terrasse_hiver,pour_street_food,meteo_pluie,meteo_nuageux,meteo_grand_soleil,source_base,date_traitement_gpt,verification_gpt,notes_gpt,image_url_originale,nom_original,rating_original,reviews_original,prix_original,type_original,raw_WkIe8 src,raw_fontHeadlineSmall,raw_MW4etd,raw_UY7F9,raw_IIrLbb,raw_IIrLbb 2,raw_ZiUbcb
Le Boeuf sur le Toit,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Le Boeuf sur le Toit,,,,,,Le Boeuf sur le Toit,,,,,
Chez Gala,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Chez Gala,,,,,,Chez Gala,,,,,
La Crêperie Bretonne,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,La Crêperie Bretonne,,,,,,La Crêperie Bretonne,,,,,
Castel,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Castel,,,,,,Castel,,,,,
Le Petit Bouillon Pharamond,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Le Petit Bouillon Pharamond,,,,,,Le Petit Bouillon Pharamond,,,,,
Bar À Bulles,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,0,,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Bar À Bulles,,,,,,Bar À Bulles,,,,,
Le Café du Commerce,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Le Café du Commerce,,,,,,Le Café du Commerce,,,,,
Bouillon Racine,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Bouillon Racine,,,,,,Bouillon Racine,,,,,
Trattoria Da Gigi,Rue Sainte-Anne,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Trattoria Da Gigi,,,,,,Trattoria Da Gigi,,,,,
Rue Sainte-Anne,,,,,,,inconnu,,,"Ligne technique détectée comme adresse, non utilisée comme lieu.",ligne_adresse_seule,non renseigne,public,,,0,ligne_technique_a_exclure,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,"adresse_absente_a_geocoder ; doublon_nom_potentiel ; ligne probablement extraite comme adresse, rattachee au lieu precedent si possible",,Rue Sainte-Anne,,,,,,Rue Sainte-Anne,,,,,
Le Sirocco,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Le Sirocco,,,,,,Le Sirocco,,,,,
Le Parthénon,23 Rue Berger,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Le Parthénon,,,,,,Le Parthénon,,,,,
23 Rue Berger,,,,,,,inconnu,,,"Ligne technique détectée comme adresse, non utilisée comme lieu.",ligne_adresse_seule,non renseigne,public,,,0,ligne_technique_a_exclure,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,"adresse_absente_a_geocoder ; doublon_nom_potentiel ; ligne probablement extraite comme adresse, rattachee au lieu precedent si possible",,23 Rue Berger,,,,,,23 Rue Berger,,,,,
The Peninsula Paris,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,The Peninsula Paris,,,,,,The Peninsula Paris,,,,,
Le Perchoir Marais,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Le Perchoir Marais,,,,,,Le Perchoir Marais,,,,,
Le Valois,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Le Valois,,,,,,Le Valois,,,,,
SCANDLE,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,SCANDLE,,,,,,SCANDLE,,,,,
Terrasse de l'Alcazar,,,,,,,inconnu,,,,a_verifier,a verifier (potentiellement saisonnier),public,,,0,exclu_qualite_ou_donnees_insuffisantes,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Terrasse de l'Alcazar,,,,,,Terrasse de l'Alcazar,,,,,
Food Society Paris,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Food Society Paris,,,,,,Food Society Paris,,,,,
Ippudo Saint-Germain,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Ippudo Saint-Germain,,,,,,Ippudo Saint-Germain,,,,,
La Casbah,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,La Casbah,,,,,,La Casbah,,,,,
croco Of Marais,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,croco Of Marais,,,,,,croco Of Marais,,,,,
WAKAZE PARIS,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,WAKAZE PARIS,,,,,,WAKAZE PARIS,,,,,
dose,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,dose,,,,,,dose,,,,,
Cococo,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Cococo,,,,,,Cococo,,,,,
All Kings,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,All Kings,,,,,,All Kings,,,,,
Ground Control,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Ground Control,,,,,,Ground Control,,,,,
Café la lune verte,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Café la lune verte,,,,,,Café la lune verte,,,,,
A l'ami Pierre,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,A l'ami Pierre,,,,,,A l'ami Pierre,,,,,
Café de l'Industrie,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Café de l'Industrie,,,,,,Café de l'Industrie,,,,,
Les Vitelloni,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Les Vitelloni,,,,,,Les Vitelloni,,,,,
KALYPSO Comptoir Marin,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,KALYPSO Comptoir Marin,,,,,,KALYPSO Comptoir Marin,,,,,
Café Dose Paris • Batignolles,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,0,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Café Dose Paris • Batignolles,,,,,,Café Dose Paris • Batignolles,,,,,
Mlle À MARRAKECH,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Mlle À MARRAKECH,,,,,,Mlle À MARRAKECH,,,,,
El Picaflor,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,El Picaflor,,,,,,El Picaflor,,,,,
Bleu Bao,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Bleu Bao,,,,,,Bleu Bao,,,,,
Le P'tit Zinc,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Le P'tit Zinc,,,,,,Le P'tit Zinc,,,,,
PATROL - PARIS,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,PATROL - PARIS,,,,,,PATROL - PARIS,,,,,
La Comète,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,La Comète,,,,,,La Comète,,,,,
Café de l'Empire,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Café de l'Empire,,,,,,Café de l'Empire,,,,,
Chez Germaine,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Chez Germaine,,,,,,Chez Germaine,,,,,
Polidor,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Polidor,,,,,,Polidor,,,,,
Bouillon Chartier,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Bouillon Chartier,,,,,,Bouillon Chartier,,,,,
Chez Papa,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Chez Papa,,,,,,Chez Papa,,,,,
KITCHEN,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,KITCHEN,,,,,,KITCHEN,,,,,
L’Avant Comptoir de la Terre,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,L’Avant Comptoir de la Terre,,,,,,L’Avant Comptoir de la Terre,,,,,
Urfa Dürüm,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Urfa Dürüm,,,,,,Urfa Dürüm,,,,,
L'Écurie,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,L'Écurie,,,,,,L'Écurie,,,,,
BREIZH Café Marais | La Crêpe Autrement,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,BREIZH Café Marais | La Crêpe Autrement,,,,,,BREIZH Café Marais | La Crêpe Autrement,,,,,
Le Petit Cler,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Le Petit Cler,,,,,,Le Petit Cler,,,,,
FTG,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,FTG,,,,,,FTG,,,,,
Bistrot Victoires,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Bistrot Victoires,,,,,,Bistrot Victoires,,,,,
Big Fernand,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Big Fernand,,,,,,Big Fernand,,,,,
Le Petit Marché,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Le Petit Marché,,,,,,Le Petit Marché,,,,,
L'Éclair,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,L'Éclair,,,,,,L'Éclair,,,,,
